Date,Circuit,Country,International,Tournament,CA_1,CA_2,CA_3,CA_4,CA_5,CA_6,CA_7,CA_8,Event_Link,Round_Code,Round,Motion,Infoslide,Topic_Area_1,Topic_Area_2,Topic_Area_3,Topic_Area_Specific_1
2016-03-12,IoNA,Liverpool,0,Liverpool IV 2016,,,,,,,,,,Nov_ProAm_Z,ProAm_Final,THW remove all legal restrictions on categories of weapons which can be used in war.,,,,,
2016-03-12,IoNA,Liverpool,0,Liverpool IV 2016,,,,,,,,,,Open_Z,Open_Final,THBT the Gotham City Police Force should seek to offer Wayne employment as an officer within their force.,"Bruce Wayne is a highly secretive millionaire with no immediate family. Wayne has used his wealth to construct a high-tech suit and helpful gadgets to fight crime, which he does as a vigilante in Gotham. Gotham is a very corrupt American city, run in effect by a mob, which use the police as enforcers. Owing to his distinctive suit and signal, Wayne is known in the press as 'The Bat Man'. Wayne currently works with Commissioner Gordon, who is a rogue officer within the Gotham City Police, who seeks to target corruption in the city. (Disclaimer: only information in this infoslide, and otherwise known by the OIV is permitted as fact within the debate.).",,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,1,1,THW make the number of votes an individual has inversely proportional to their wealth (i.e. the more wealth an individual has the fewer votes in an election).,,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,2,2,"TalkToys are dolls with Artificial Intelligence (AI) and speech recognition software that enable them to engage in an actual conversation with children (they have a lexicon of thousands of prescript responses). TalkToys are meant to serve as a companion to the child, and they are in the late stages of development. Prominent examples of toys that will be able to talk include Barbie, G.I Joe and Star Wars and Action Figures. THW Ban TalkToys.",,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,3,3,"The NRA, National Rifle Association of America, is a lobbying group in Washington. Its notable actions include influencing legislation aimed to deregulate gun ownership laws, initiating lawsuits against municipalities that have banned or have placed strict regulations on firearm laws, and endorsing candidates mainly of the Republican Party. THBT the US should require the NRA to pay reparations to victims of gun violence.",,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,4,4,THW suspend trade unions and labour protection laws in times of economic crisis.,,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,5,5,Conscription is mandatory in Egypt for males of ages between 18 to 30. The service obligation is between 12 to 36 months and is followed by a 9-year reserve duty. THBT Egypt Should Conscript Women to Female-Only Units.,,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,6,6,"THBT Sex Education Classes in Schools Should Teach Techniques For Pure Sexual Gratification (including, but not limited to, anal sex, oral sex, mutual gratification and masturbation).",,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,7,7,THW release inmates from jail solely on the basis of their rehabilitation and not upon the completion of a predetermined period of time.,,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,Nov_ProAm_Z,ProAm_Final,"During the first centuries AD there was no religious law demanding clerical celibacy in the Catholic sect of Christianity, and there is no direct mentioning of such a requirement in the New Testament. Celibacy is being thought to have been universally adopted by Catholiscm after a decision made by a council in 12th century. TH, as Pope Francis, would remove the requirement of catholic priests to take a vow of celibacy.",,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,Open_Y,Open_Semis,THBT jobs that are deemed to be of moral value or societal importance should have their wages set by the state.,,,,,
2016-03-18,Europe,The Netherlands,0,Erasmus Rotterdam Open 2016,,Dan Lahav,Naiose Dolan,Muhammad Asadullah Khan,Jeroen Heun,Calin Muresanu,,,,Open_Z,Open_Final,"THBT using Human Shield tactics, by the weaker side, can be justified in a-symmetrical wars.","For the purpose of this debate, “Human Shield” is a term describing the deliberate placement of non-combatants in or around combat targets to gain an advantage over enemy units. Prominent examples include: shooting missiles from within cities to limit the enemy’s force response, locating military bases underneath civil infrastructure, such as hospitals, drawing the enemy to guerilla fighting next to urban centers, etc. ",,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,1,1,THBT the Mexican govenment should retroactively legalise the production and distribution of drugs,,,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,2,2,TH prefers governments to make cash transfers to individuals in recipient countries over government-to-government development aid,,,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,3,3,TH supports the recasting of male action heroes and superheroes as female,,,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,4,4,THW terminate the special relationship between the US and Saudi Arabia,"The term special relationship, in diplomacy, is used to describe exceptionally strong ties between nations. An example of such a special relationship is the United Kingdom – United States relations. In its extended use outside the Anglosphere, it has also been used to describe the whole of EU-US relations.",,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,5,5,"THR the rise of anti-establishment candidates within mainstream parties (e.g. Donald Trump, Bernie Sanders, Jeremy Corbyn)",(Infoslide displaying a Fem Thor cartoon cover page and a Ghostbusters 2016 remake movie poster),,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,Novice_Z,Novice_Final,TH regrets the idolization of soldiers and veterans,,,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,Open_Y,Open_Semis,THBT the UN should hire private military corporations to carry out its peacekeeping operations,,,,,
2016-04-23,Europe,The Netherlands,0,Maastricht Open 2016,Nick Zervoudis,Ybo Buruma,,,,,,,,Open_Z,Open_Final,THW require all 18-year-olds (in Western Liberal Democracies) to go on a Rumspringa,"A 'Rumspringa' is the Amish tradition of sending off 18-y.-olds to live in outside world for 1 year, after which they may chose to return or not. ",,,,
2016-04-16,IoNA,United Kingdom,0,Cardiff Open 2016,Martin Devenney,Nick Zervoudis,Jessica Yung,,,,,,,1,1,THW require all news media organisations to select and publicly state a political affiliation,,,,,
2016-04-16,IoNA,United Kingdom,0,Cardiff Open 2016,Martin Devenney,Nick Zervoudis,Jessica Yung,,,,,,,2,2,THBT Western Liberal Democracies should drastically reallocate funds from development aid budgets to research into Neglected Tropical Diseases,"Neglected Tropical Diseases (NTDs) are a group of hard to cure tropical infections which are especially endemic in low-income populations in developing regions of Africa, Asia, and the Americas. They affect more than 1.4 billion people worldwide and cost developing economies billions of dollars every year.

This group of diseases has been arguably overlooked because they mainly affect the poorest countries of the developing world and because of recent emphasis on decreasing the prevalence of HIV/AIDS, tuberculosis, and malaria.

Far more resources are given to the ""big three"" diseases, HIV/AIDS, malaria, and tuberculosis, because of their higher mortality and public awareness rates.",,,,
2016-04-16,IoNA,United Kingdom,0,Cardiff Open 2016,Martin Devenney,Nick Zervoudis,Jessica Yung,,,,,,,3,3,"THBT the International Monetary Fund should require states in need of Bailouts to provide collateral (e.g. Mining rights, land, shares in privatised assets)",Bailout': An act of giving financial assistance to a failing state to save it from Bankruptcy,,,,
2016-04-16,IoNA,United Kingdom,0,Cardiff Open 2016,Martin Devenney,Nick Zervoudis,Jessica Yung,,,,,,,4,4,THBT Norway should back off from oil drilling in the Arctic,"It is estimated that there are 90 billion barrels of undiscovered, technically recoverably oil north of the Arctic Circle.

This represents 13% of the undiscovered oil in the world and about three years’ worth of current global oil usage. Oil drilling in the Arctic is expensive, dangerous and technically challenging. A significant proportion of the oil lies offshore, in the Arctic’s shallow and biologically productive shelf seas.

Main parties involved: Canada, Russia, US (Alaska), Denmark (Greenland), Norway, and indigenous peoples.",,,,
2016-04-16,IoNA,United Kingdom,0,Cardiff Open 2016,Martin Devenney,Nick Zervoudis,Jessica Yung,,,,,,,Novice_Z,Novice_Final,THW prohibit all research aiming to create sentient artificial intelligences,,,,,
2016-04-16,IoNA,United Kingdom,0,Cardiff Open 2016,Martin Devenney,Nick Zervoudis,Jessica Yung,,,,,,,Open_Z,Open_Final,THW prefer Afterlife A over Afterlife B,"Afterlife A': After a life well lived, the 'ethereal soul' is separated from the 'physical body' and joins an eternal, blissful community of souls and 'God' (no physical body)

Afterlife B': After a life well lived the 'ethereal soul' is separated from the 'physical body' and leads a second life with rewards from the previous life carrying into the next People have the same knowledge about the afterlife as in the status quo",,,,
2015-11-15,IoNA,United Kingdom,0,Birmingham ESL Novice Mini 2015,Nick Zervoudis,Mackenzie Tse,Wen-Yu Weng,,,,,,,1,1,THW impose gender and racial quotas in government cabinets,"In the UK, the cabinet is the committee of senior government ministers responsible for making decisions and leading specific policy areas (health, defence, transport, environment, and so on), and is appointed by the Prime Minister",,,,
2015-11-15,IoNA,United Kingdom,0,Birmingham ESL Novice Mini 2015,Nick Zervoudis,Mackenzie Tse,Wen-Yu Weng,,,,,,,2,2,"Assuming we live in a world where superheroes exist, THW require superheroes to publicly reveal their identities",,,,,
2015-11-15,IoNA,United Kingdom,0,Birmingham ESL Novice Mini 2015,Nick Zervoudis,Mackenzie Tse,Wen-Yu Weng,,,,,,,3,3,THW pay a living wage to stay-at-home parents,,,,,
2015-11-15,IoNA,United Kingdom,0,Birmingham ESL Novice Mini 2015,Nick Zervoudis,Mackenzie Tse,Wen-Yu Weng,,,,,,,4,4,THBT environmentalists should launch violent campaigns against major polluting companies,,,,,
2015-11-15,IoNA,United Kingdom,0,Birmingham ESL Novice Mini 2015,Nick Zervoudis,Mackenzie Tse,Wen-Yu Weng,,,,,,,Open_Z,Open_Final,THW dramatically reduce the patent life on life saving drugs,,,,,
2015-02-28,IoNA,United Kingdom,0,Cardiff Schools 2015,Tito Sarrionandia,Anna England-Kerr,Nick Zervoudis,,,,,,,1,1,THW allow single parents convicted of crimes to raise their children in prison,,,,,
2015-02-28,IoNA,United Kingdom,0,Cardiff Schools 2015,Tito Sarrionandia,Anna England-Kerr,Nick Zervoudis,,,,,,,2,2,THW broadcast a welcome message to the alien spacecraft,"The SETI project has discovered a large spacecraft orbiting Mars, approximately 8 months
travel time from Earth. Based on interception of its radio communications, they are reasonably
certain that the spacecraft is not aware of life on Earth.",,,,
2015-02-28,IoNA,United Kingdom,0,Cardiff Schools 2015,Tito Sarrionandia,Anna England-Kerr,Nick Zervoudis,,,,,,,3,3,"THBT all schools in Wales should teach subjects through the medium of
Welsh.",,,,,
2015-02-28,IoNA,United Kingdom,0,Cardiff Schools 2015,Tito Sarrionandia,Anna England-Kerr,Nick Zervoudis,,,,,,,Open_Z,Open_Final,THW not give awards to music or film stars who have committed violent crimes,,,,,
2016-05-13,Europe,"Helsinki, Finland",0,Helsinki Open 2016,Alex Harris,Naoise Dolan,Hannah Tyndall,Martin Devenney,,,,,https://www.tabbie.org/helsinki-open--/,1,1,THW allow the police and intelligence agencies unrestricted access to the internet history and online communications of all citizens.,,,,,
2016-05-13,Europe,"Helsinki, Finland",0,Helsinki Open 2016,Alex Harris,Naoise Dolan,Hannah Tyndall,Martin Devenney,,,,,https://www.tabbie.org/helsinki-open--/,2,2,THB that artists from dominant cultural groups should not seek to portray minority cultures.,,,,,
2016-05-13,Europe,"Helsinki, Finland",0,Helsinki Open 2016,Alex Harris,Naoise Dolan,Hannah Tyndall,Martin Devenney,,,,,https://www.tabbie.org/helsinki-open--/,3,3,THW remove exemptions from anti-discrimination law for religious organisations.,,,,,
2016-05-13,Europe,"Helsinki, Finland",0,Helsinki Open 2016,Alex Harris,Naoise Dolan,Hannah Tyndall,Martin Devenney,,,,,https://www.tabbie.org/helsinki-open--/,4,4,THW require all teams participating in international football competitions to have an equal representation of both sexes.,,,,,
2016-05-13,Europe,"Helsinki, Finland",0,Helsinki Open 2016,Alex Harris,Naoise Dolan,Hannah Tyndall,Martin Devenney,,,,,https://www.tabbie.org/helsinki-open--/,5,5,TH supports minority ethnic parties.,,,,,
2016-05-13,Europe,"Helsinki, Finland",0,Helsinki Open 2016,Alex Harris,Naoise Dolan,Hannah Tyndall,Martin Devenney,,,,,https://www.tabbie.org/helsinki-open--/,Novice_Z,Novice_Final,"TH, as a wealthy individual, would use that wealth to become a vigilante (e.g. Batman) in areas of high crime and a corrupt police force (e.g. Mexico City).",,,,,
2016-05-07,IoNA,"Oxford, United Kingdom",0,The Baillie Gifford Oxford Women's Open 2016,Karin Merckens,Chessy Whalen,Katherine Dunbar,,,,,,https://www.facebook.com/events/210454145975579/,1,1,THR the presence of heterosexual cisgender politicians at Pride parades,,,,,
2016-05-07,IoNA,"Oxford, United Kingdom",0,The Baillie Gifford Oxford Women's Open 2016,Karin Merckens,Chessy Whalen,Katherine Dunbar,,,,,,https://www.facebook.com/events/210454145975579/,2,2,THW allow companies to include a clause in their employment contracts for women where that woman legally agrees not to get pregnant,,,,,
